generatedAt,sourceType,sourceTitle,sourceUrl,sourceDate,articleId,matchedHeroCount,emittedRowCount,confidence,notes
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.27 - August 1th, 2024",https://playeternalreturn.com/posts/news/2072?hl=en-US,2024-07-31T08:00:00.000000Z,2072,29,43,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.26c Hotfix,https://playeternalreturn.com/posts/news/2063?hl=en-US,2024-07-23T05:28:00.000000Z,2063,1,1,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.26b Hotfix,https://playeternalreturn.com/posts/news/2053?hl=en-US,2024-07-19T06:24:00.000000Z,2053,1,3,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.26a  Hotfix,https://playeternalreturn.com/posts/news/2051?hl=en-US,2024-07-18T07:30:00.000000Z,2051,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.26 - July 18th, 2024",https://playeternalreturn.com/posts/news/2038?hl=en-US,2024-07-17T08:00:00.000000Z,2038,31,45,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.25c Hotfix,https://playeternalreturn.com/posts/news/2029?hl=en-US,2024-07-10T08:45:00.000000Z,2029,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.25b Hotfix,https://playeternalreturn.com/posts/news/2025?hl=en-US,2024-07-09T05:20:00.000000Z,2025,2,2,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.25a Hotfix,https://playeternalreturn.com/posts/news/2023?hl=en-US,2024-07-05T06:00:00.000000Z,2023,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"[Edited] PATCH NOTES 1.25 - July 4th, 2024",https://playeternalreturn.com/posts/news/2014?hl=en-US,2024-07-03T08:00:00.000000Z,2014,32,58,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.24c Hotfix,https://playeternalreturn.com/posts/news/2007?hl=en-US,2024-06-27T05:00:00.000000Z,2007,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.24b Hotfix,https://playeternalreturn.com/posts/news/1997?hl=en-US,2024-06-21T11:55:00.000000Z,1997,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.24a Hotfix,https://playeternalreturn.com/posts/news/1994?hl=en-US,2024-06-21T03:15:00.000000Z,1994,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.24 - June 20th, 2024",https://playeternalreturn.com/posts/news/1983?hl=en-US,2024-06-19T08:00:00.000000Z,1983,22,28,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.23c Hotfix,https://playeternalreturn.com/posts/news/1981?hl=en-US,2024-06-16T01:30:00.000000Z,1981,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.23b Hotfix,https://playeternalreturn.com/posts/news/1973?hl=en-US,2024-06-11T06:53:00.000000Z,1973,1,3,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.23a Hotfix,https://playeternalreturn.com/posts/news/1967?hl=en-US,2024-06-06T04:17:00.000000Z,1967,3,4,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.23 - June 5th, 2024",https://playeternalreturn.com/posts/news/1954?hl=en-US,2024-06-04T08:00:00.000000Z,1954,32,52,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.22.1a Hotfix,https://playeternalreturn.com/posts/news/1953?hl=en-US,2024-05-31T05:51:00.000000Z,1953,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.22.1 - May 30th, 2024",https://playeternalreturn.com/posts/news/1942?hl=en-US,2024-05-29T08:00:00.000000Z,1942,20,34,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.22c Hotfix,https://playeternalreturn.com/posts/news/1935?hl=en-US,2024-05-24T09:37:00.000000Z,1935,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,Upcoming 1.22c Hotfix,https://playeternalreturn.com/posts/news/1934?hl=en-US,2024-05-24T08:11:00.000000Z,1934,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.22b Hotfix,https://playeternalreturn.com/posts/news/1931?hl=en-US,2024-05-24T06:53:00.000000Z,1931,6,12,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.22a Hotfix,https://playeternalreturn.com/posts/news/1930?hl=en-US,2024-05-23T10:12:00.000000Z,1930,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.22 - May 23rd, 2024",https://playeternalreturn.com/posts/news/1920?hl=en-US,2024-05-22T08:00:00.000000Z,1920,21,48,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.21c Hotfix,https://playeternalreturn.com/posts/news/1912?hl=en-US,2024-05-10T12:23:00.000000Z,1912,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.21b Hotfix,https://playeternalreturn.com/posts/news/1911?hl=en-US,2024-05-10T03:20:00.000000Z,1911,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.21a Hotfix,https://playeternalreturn.com/posts/news/1908?hl=en-US,2024-05-09T09:33:00.000000Z,1908,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.21 - May 09th, 2024",https://playeternalreturn.com/posts/news/1900?hl=en-US,2024-05-08T08:00:00.000000Z,1900,28,40,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.20b Hotfix,https://playeternalreturn.com/posts/news/1880?hl=en-US,2024-04-26T10:52:00.000000Z,1880,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.20a Hotfix,https://playeternalreturn.com/posts/news/1878?hl=en-US,2024-04-25T08:01:00.000000Z,1878,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.20 - April 25th, 2024",https://playeternalreturn.com/posts/news/1868?hl=en-US,2024-04-24T08:00:00.000000Z,1868,40,65,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.19b Hotfix,https://playeternalreturn.com/posts/news/1857?hl=en-US,2024-04-16T05:06:00.000000Z,1857,1,2,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.19a Hotfix,https://playeternalreturn.com/posts/news/1854?hl=en-US,2024-04-12T05:35:00.000000Z,1854,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.19 - April 11th, 2024",https://playeternalreturn.com/posts/news/1843?hl=en-US,2024-04-09T08:00:00.000000Z,1843,36,49,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.18a Hotfix,https://playeternalreturn.com/posts/news/1826?hl=en-US,2024-03-28T11:10:00.000000Z,1826,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.18 - March 28th, 2024",https://playeternalreturn.com/posts/news/1812?hl=en-US,2024-03-27T08:00:00.000000Z,1812,24,43,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.17d Hotfix,https://playeternalreturn.com/posts/news/1808?hl=en-US,2024-03-22T05:00:00.000000Z,1808,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.17c Hotfix,https://playeternalreturn.com/posts/news/1805?hl=en-US,2024-03-20T06:00:00.000000Z,1805,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.17b Hotfix,https://playeternalreturn.com/posts/news/1802?hl=en-US,2024-03-15T04:57:00.000000Z,1802,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.17a Hotfix,https://playeternalreturn.com/posts/news/1799?hl=en-US,2024-03-14T08:28:00.000000Z,1799,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.17 - March 14th, 2024",https://playeternalreturn.com/posts/news/1792?hl=en-US,2024-03-13T08:00:00.000000Z,1792,40,62,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.16b Hotfix,https://playeternalreturn.com/posts/news/1779?hl=en-US,2024-03-04T08:12:00.000000Z,1779,3,5,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.16a Hotfix,https://playeternalreturn.com/posts/news/1778?hl=en-US,2024-02-29T11:10:00.000000Z,1778,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.16 - February 29th, 2024",https://playeternalreturn.com/posts/news/1765?hl=en-US,2024-02-28T08:00:00.000000Z,1765,32,51,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.15.1 - February 22nd, 2024",https://playeternalreturn.com/posts/news/1749?hl=en-US,2024-02-21T08:00:00.000000Z,1749,21,25,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.15c Hotfix,https://playeternalreturn.com/posts/news/1744?hl=en-US,2024-02-19T05:35:00.000000Z,1744,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.15b Hotfix,https://playeternalreturn.com/posts/news/1741?hl=en-US,2024-02-16T08:35:00.000000Z,1741,1,1,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.15a Hotfix,https://playeternalreturn.com/posts/news/1738?hl=en-US,2024-02-15T10:40:00.000000Z,1738,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.14d Hotfix,https://playeternalreturn.com/posts/news/1734?hl=en-US,2024-02-14T12:45:00.000000Z,1734,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.14c Hotfix,https://playeternalreturn.com/posts/news/1729?hl=en-US,2024-02-14T09:13:40.000000Z,1729,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"Patch Notes 1.15 Part.2 (Items, Areas) - February 15th, 2024",https://playeternalreturn.com/posts/news/1728?hl=en-US,2024-02-14T08:21:01.000000Z,1728,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"Patch Notes 1.15 Part.1 - February 15th, 2024",https://playeternalreturn.com/posts/news/1727?hl=en-US,2024-02-14T08:20:00.000000Z,1727,10,12,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.14b Hotfix,https://playeternalreturn.com/posts/news/1719?hl=en-US,2024-02-07T07:54:00.000000Z,1719,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.14a Hotfix,https://playeternalreturn.com/posts/news/1709?hl=en-US,2024-02-02T08:42:00.000000Z,1709,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.14 - February 1st, 2024",https://playeternalreturn.com/posts/news/1698?hl=en-US,2024-01-31T08:00:00.000000Z,1698,31,45,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.13a Hotfix,https://playeternalreturn.com/posts/news/1684?hl=en-US,2024-01-23T05:36:00.000000Z,1684,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"[Edited] PATCH NOTES 1.13 - January 18th, 2024",https://playeternalreturn.com/posts/news/1673?hl=en-US,2024-01-17T08:00:00.000000Z,1673,36,58,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.12a Hotfix,https://playeternalreturn.com/posts/news/1660?hl=en-US,2024-01-05T10:25:18.000000Z,1660,1,1,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.12 - January 4th, 2024",https://playeternalreturn.com/posts/news/1654?hl=en-US,2024-01-03T08:00:00.000000Z,1654,47,79,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.11 - December 21st, 2023",https://playeternalreturn.com/posts/news/1633?hl=en-US,2023-12-20T08:00:00.000000Z,1633,22,41,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.10c Hotfix,https://playeternalreturn.com/posts/news/1623?hl=en-US,2023-12-13T05:47:00.000000Z,1623,1,2,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.10b Hotfix,https://playeternalreturn.com/posts/news/1621?hl=en-US,2023-12-08T06:11:00.000000Z,1621,1,1,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.10a Hotfix,https://playeternalreturn.com/posts/news/1619?hl=en-US,2023-12-07T08:53:52.000000Z,1619,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.10 - December 7th, 2023",https://playeternalreturn.com/posts/news/1612?hl=en-US,2023-12-06T08:00:00.000000Z,1612,32,51,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.9c Hotfix,https://playeternalreturn.com/posts/news/1605?hl=en-US,2023-12-01T06:09:00.000000Z,1605,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.9b Hotfix,https://playeternalreturn.com/posts/news/1595?hl=en-US,2023-11-28T08:52:25.000000Z,1595,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.9a Hotfix,https://playeternalreturn.com/posts/news/1586?hl=en-US,2023-11-24T07:05:00.000000Z,1586,5,10,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.9 - November 23rd, 2023",https://playeternalreturn.com/posts/news/1582?hl=en-US,2023-11-22T08:00:00.000000Z,1582,28,50,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.8d Hotfix,https://playeternalreturn.com/posts/news/1577?hl=en-US,2023-11-20T09:30:00.000000Z,1577,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.8c Hotfix,https://playeternalreturn.com/posts/news/1561?hl=en-US,2023-11-14T07:14:00.000000Z,1561,11,13,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,Temporary Hotfix,https://playeternalreturn.com/posts/news/1557?hl=en-US,2023-11-12T02:36:00.000000Z,1557,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.8a Hotfix,https://playeternalreturn.com/posts/news/1551?hl=en-US,2023-11-09T11:46:00.000000Z,1551,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.8 - November 9th, 2023",https://playeternalreturn.com/posts/news/1545?hl=en-US,2023-11-08T08:00:00.000000Z,1545,22,40,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.7c Hotfix,https://playeternalreturn.com/posts/news/1533?hl=en-US,2023-10-31T07:10:00.000000Z,1533,11,15,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.7b Hotfix,https://playeternalreturn.com/posts/news/1529?hl=en-US,2023-10-27T06:48:00.000000Z,1529,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.7a Hotfix,https://playeternalreturn.com/posts/news/1526?hl=en-US,2023-10-26T12:37:00.000000Z,1526,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,[Complete] Maintenance Notice,https://playeternalreturn.com/posts/news/1517?hl=en-US,2023-10-26T09:01:00.000000Z,1517,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"[Edited] PATCH NOTES 1.7 - October 26, 2023",https://playeternalreturn.com/posts/news/1515?hl=en-US,2023-10-25T08:00:00.000000Z,1515,25,58,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.6b Hotfix,https://playeternalreturn.com/posts/news/1494?hl=en-US,2023-10-13T05:25:00.000000Z,1494,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.6a Hotfix,https://playeternalreturn.com/posts/news/1495?hl=en-US,2023-10-12T15:32:00.000000Z,1495,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.6 - October 12, 2023",https://playeternalreturn.com/posts/news/1480?hl=en-US,2023-10-11T08:00:00.000000Z,1480,28,33,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,[Edited] 1.5b Hotfix,https://playeternalreturn.com/posts/news/1468?hl=en-US,2023-10-04T07:46:00.000000Z,1468,1,1,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.5a Hotfix,https://playeternalreturn.com/posts/news/1455?hl=en-US,2023-09-26T09:13:00.000000Z,1455,1,1,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,"[Edited] PATCH NOTES 1.5 - September 26, 2023",https://playeternalreturn.com/posts/news/1447?hl=en-US,2023-09-25T08:00:00.000000Z,1447,34,56,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.4a Hotfix,https://playeternalreturn.com/posts/news/1431?hl=en-US,2023-09-14T12:10:00.000000Z,1431,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.4 - September 14, 2023",https://playeternalreturn.com/posts/news/1424?hl=en-US,2023-09-13T08:00:00.000000Z,1424,29,48,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.3.d Hotfix,https://playeternalreturn.com/posts/news/1404?hl=en-US,2023-09-06T03:10:31.000000Z,1404,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.3c Hotfix,https://playeternalreturn.com/posts/news/1400?hl=en-US,2023-09-05T03:24:00.000000Z,1400,1,1,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.3b Hotfix,https://playeternalreturn.com/posts/news/1397?hl=en-US,2023-09-01T02:55:00.000000Z,1397,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.3a Hotfix,https://playeternalreturn.com/posts/news/1392?hl=en-US,2023-08-31T10:08:00.000000Z,1392,1,2,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.2e Hotfix,https://playeternalreturn.com/posts/news/1376?hl=en-US,2023-08-25T02:43:00.000000Z,1376,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.2d Hotfix,https://playeternalreturn.com/posts/news/1369?hl=en-US,2023-08-22T02:40:00.000000Z,1369,3,3,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.2c Hotfix,https://playeternalreturn.com/posts/news/1368?hl=en-US,2023-08-18T10:17:00.000000Z,1368,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.2b Hotfix,https://playeternalreturn.com/posts/news/1364?hl=en-US,2023-08-18T09:20:00.000000Z,1364,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.2 - August 17th, 2023",https://playeternalreturn.com/posts/news/1354?hl=en-US,2023-08-16T08:00:00.000000Z,1354,42,110,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.1.0c Hotfix,https://playeternalreturn.com/posts/news/1338?hl=en-US,2023-08-08T06:20:00.000000Z,1338,6,8,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.1.0b Hotfix,https://playeternalreturn.com/posts/news/1335?hl=en-US,2023-08-04T01:30:00.000000Z,1335,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.1.0a Hotfix,https://playeternalreturn.com/posts/news/1334?hl=en-US,2023-08-03T13:43:54.000000Z,1334,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"PATCH NOTES 1.1 - Aug 3rd, 2023",https://playeternalreturn.com/posts/news/1328?hl=en-US,2023-08-02T08:00:00.000000Z,1328,38,86,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.0.0e Hotfix,https://playeternalreturn.com/posts/news/1313?hl=en-US,2023-07-27T06:30:00.000000Z,1313,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.0.0d Hotfix,https://playeternalreturn.com/posts/news/1307?hl=en-US,2023-07-25T06:30:00.000000Z,1307,18,41,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.0.0c Hotfix,https://playeternalreturn.com/posts/news/1305?hl=en-US,2023-07-22T09:55:48.000000Z,1305,3,4,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,1.0.0b Hotfix,https://playeternalreturn.com/posts/news/1302?hl=en-US,2023-07-21T10:40:00.000000Z,1302,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.0.0a Hotfix,https://playeternalreturn.com/posts/news/1299?hl=en-US,2023-07-20T09:50:00.000000Z,1299,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.0.0 Crafting Guide & VPad,https://playeternalreturn.com/posts/news/1284?hl=en-US,2023-07-19T12:00:00.000000Z,1284,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.0.0 Characters,https://playeternalreturn.com/posts/news/1280?hl=en-US,2023-07-19T11:15:00.000000Z,1280,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"1.0.0 Tactical Skills, Weapon Skills, Augments",https://playeternalreturn.com/posts/news/1283?hl=en-US,2023-07-19T11:05:00.000000Z,1283,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.0.0 Gameplay,https://playeternalreturn.com/posts/news/1281?hl=en-US,2023-07-19T10:55:00.000000Z,1281,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,[Edited] 1.0.0 Items,https://playeternalreturn.com/posts/news/1282?hl=en-US,2023-07-19T10:10:00.000000Z,1282,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,1.0.0 Cobalt Protocol,https://playeternalreturn.com/posts/news/1285?hl=en-US,2023-07-19T09:15:00.000000Z,1285,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,"1.0.0 (July 20th, 2023)",https://playeternalreturn.com/posts/news/1286?hl=en-US,2023-07-19T08:15:00.000000Z,1286,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
2026-05-21T23:47:19.390Z,official_patch_note,0.88.0b Hotfix,https://playeternalreturn.com/posts/news/1264?hl=en-US,2023-07-11T03:37:00.000000Z,1264,16,19,high_for_patch_delta,Official Eternal Return patch note scanned for missing-damage heroes.
2026-05-21T23:47:19.390Z,official_patch_note,0.88.0a Hotfix,https://playeternalreturn.com/posts/news/1262?hl=en-US,2023-07-10T05:10:00.000000Z,1262,0,0,none,Scanned official patch note; no damage-related missing-hero snippet emitted.
